,Hour,Count1,Cluster_id1,Best_h1,Price_weekday1,Savings1,Final_Savings1,Count2,Cluster_id2,Best_h2,Price_sat2,Savings2,Final_Savings2,Count3,Cluster_id3,Best_h3,Price_sun3,Savings3,Final_Savings3
0,0,8,0,0,22.245593869731803,0.0,0.0,1,0,0,23.26773584905661,0.0,0.0,1,0,0,17.756730769230767,0.0,0.0
1,3,4,0,0,22.811762452107267,0.0,0.0,2,0,0,21.910377358490557,0.0,0.0,2,0,0,16.34692307692308,0.0,0.0
2,4,6,2,1,27.572758620689658,4.760996168582391,28.565977011494347,1,2,1,22.46226415094339,0.5518867924528337,0.5518867924528337,2,2,1,16.354230769230767,0.007307692307687574,0.014615384615375149
3,6,5,4,1,38.84609195402297,4.877931034482749,24.389655172413747,2,4,1,26.455094339622644,2.8088679245283075,5.617735849056615,2,4,1,18.069615384615386,1.7153846153846182,3.4307692307692363
4,7,9,4,2,38.16226053639844,2.032183908045951,18.28965517241356,1,4,2,28.553584905660376,0.2799999999999976,0.2799999999999976,1,4,2,19.27634615384616,1.1623076923076887,1.1623076923076887
5,11,25,2,2,31.41275862068965,0.6191187739463686,15.477969348659215,4,2,2,25.009999999999994,1.189056603773583,4.756226415094332,1,2,2,15.820769230769232,2.757884615384617,2.757884615384617
6,12,32,1,0,30.793639846743282,0.0,0.0,1,1,0,23.82094339622641,0.0,0.0,4,1,0,13.062884615384615,0.0,0.0
7,13,38,2,1,31.125938697318016,0.33229885057473396,12.62735632183989,4,2,1,23.449622641509443,0.3713207547169688,1.4852830188678752,2,2,1,14.322307692307694,1.2594230769230794,2.518846153846159
8,14,41,2,0,32.29329501915707,0.0,0.0,4,2,0,24.83754716981133,0.0,0.0,2,2,0,15.680192307692304,0.0,0.0
9,16,40,4,1,39.56819923371647,4.589923371647522,183.5969348659009,4,4,1,32.40754716981132,4.317169811320753,17.26867924528301,3,4,1,27.49230769230769,11.812115384615387,35.43634615384616
10,17,33,4,0,40.51260536398469,0.0,0.0,6,4,0,34.4866037735849,0.0,0.0,6,4,0,31.1675,0.0,0.0
11,18,29,4,2,38.23605363984672,4.242337164750943,123.02777777777735,3,4,2,32.42113207547171,3.0566037735849108,9.169811320754732,5,4,2,31.03423076923077,1.9288461538461625,9.644230769230813
12,19,19,3,0,33.99371647509578,0.0,0.0,1,3,0,29.3645283018868,0.0,0.0,5,3,0,29.105384615384608,0.0,0.0
13,20,19,3,2,30.608275862068965,2.795019157088113,53.10536398467415,1,3,2,27.65075471698113,1.502641509433957,1.502641509433957,3,3,2,27.80384615384616,1.759230769230772,5.277692307692316
14,21,12,2,2,27.81325670498085,2.611226053639836,31.33471264367803,3,2,2,26.148113207547173,3.4277358490565994,10.283207547169798,3,2,2,26.044615384615387,3.7221153846153925,11.166346153846177
15,22,11,1,0,25.202030651341015,0.0,0.0,3,1,0,22.720377358490573,0.0,0.0,2,1,0,22.322499999999994,0.0,0.0
16,23,8,1,1,24.044750957854408,1.1572796934866076,9.258237547892861,2,1,1,19.459056603773586,3.261320754716987,6.522641509433974,2,1,1,20.9025,1.4199999999999946,2.839999999999989
