,Datetime,Date,Year,Hour,Price,circulationpump,dishwasher,freezer,gridimport,heating,washingmachine,dishwasher_dif,dishwasher_cost,washingmachine_dif,washingmachine_cost
102,2016-01-05 06:00:00,2016-01-05 00:00:00,2016,6,76.64,244.487,153.004,93.259,1530.225,0.084,95.27600000000001,0.0,0.0,0.0,0.0
103,2016-01-05 07:00:00,2016-01-05 00:00:00,2016,7,82.9,244.55200000000002,153.004,93.259,1530.455,0.084,95.27600000000001,0.0,0.0,0.0,0.0
104,2016-01-05 08:00:00,2016-01-05 00:00:00,2016,8,81.44,244.605,153.004,93.259,1530.645,0.084,95.27600000000001,0.0,0.0,0.0,0.0
105,2016-01-05 09:00:00,2016-01-05 00:00:00,2016,9,81.32,244.657,153.004,93.259,1530.765,0.084,95.27600000000001,0.0,0.0,0.0,0.0
106,2016-01-05 10:00:00,2016-01-05 00:00:00,2016,10,80.66,244.722,153.004,93.259,1530.9,0.084,95.27600000000001,0.0,0.0,0.0,0.0
107,2016-01-05 11:00:00,2016-01-05 00:00:00,2016,11,76.5,244.77700000000002,153.004,93.259,1531.085,0.084,95.27600000000001,0.0,0.0,0.0,0.0
108,2016-01-05 12:00:00,2016-01-05 00:00:00,2016,12,73.96,244.83599999999998,153.004,93.259,1531.26,0.084,95.27600000000001,0.0,0.0,0.0,0.0
109,2016-01-05 13:00:00,2016-01-05 00:00:00,2016,13,69.82,244.83900000000003,153.004,93.259,1531.33,0.084,95.27600000000001,0.0,0.0,0.0,0.0
110,2016-01-05 14:00:00,2016-01-05 00:00:00,2016,14,67.0,244.843,153.004,93.259,1531.405,0.084,95.27600000000001,0.0,0.0,0.0,0.0
111,2016-01-05 15:00:00,2016-01-05 00:00:00,2016,15,70.2,244.958,153.004,93.259,1531.665,0.084,95.27600000000001,0.0,0.0,0.0,0.0
112,2016-01-05 16:00:00,2016-01-05 00:00:00,2016,16,84.88,245.06900000000002,153.004,93.259,1531.865,0.084,95.27600000000001,0.0,0.0,0.0,0.0
113,2016-01-05 17:00:00,2016-01-05 00:00:00,2016,17,85.88,245.176,153.004,93.259,1532.18,0.084,95.27600000000001,0.0,0.0,0.0,0.0
114,2016-01-05 18:00:00,2016-01-05 00:00:00,2016,18,83.48,245.287,153.004,93.259,1532.53,0.084,95.27600000000001,0.0,0.0,0.0,0.0
115,2016-01-05 19:00:00,2016-01-05 00:00:00,2016,19,72.94,245.425,153.004,93.259,1533.605,0.084,95.27600000000001,0.0,0.0,0.0,0.0
116,2016-01-05 20:00:00,2016-01-05 00:00:00,2016,20,66.02,245.51,153.004,93.259,1534.715,0.084,95.27600000000001,0.0,0.0,0.0,0.0
117,2016-01-05 21:00:00,2016-01-05 00:00:00,2016,21,63.5,245.55,153.004,93.259,1534.915,0.084,95.27600000000001,0.0,0.0,0.0,0.0
118,2016-01-05 22:00:00,2016-01-05 00:00:00,2016,22,53.98,245.615,153.004,93.259,1535.1,0.084,95.27600000000001,0.0,0.0,0.0,0.0
119,2016-01-05 23:00:00,2016-01-05 00:00:00,2016,23,53.24,245.67,153.004,93.259,1535.205,0.084,95.27600000000001,0.0,0.0,0.0,0.0
120,2016-01-06 00:00:00,2016-01-06 00:00:00,2016,0,51.16,245.735,153.004,93.259,1535.355,0.084,95.27600000000001,0.0,0.0,0.0,0.0
121,2016-01-06 01:00:00,2016-01-06 00:00:00,2016,1,49.18,245.80200000000002,153.004,93.259,1535.565,0.084,95.27600000000001,0.0,0.0,0.0,0.0
122,2016-01-06 02:00:00,2016-01-06 00:00:00,2016,2,45.0,245.856,153.004,93.259,1535.69,0.084,95.27600000000001,0.0,0.0,0.0,0.0
123,2016-01-06 03:00:00,2016-01-06 00:00:00,2016,3,46.32,245.923,153.004,93.259,1535.815,0.084,95.27600000000001,0.0,0.0,0.0,0.0
124,2016-01-06 04:00:00,2016-01-06 00:00:00,2016,4,49.98,246.018,153.004,93.259,1536.025,0.084,95.27600000000001,0.0,0.0,0.0,0.0
125,2016-01-06 05:00:00,2016-01-06 00:00:00,2016,5,53.24,246.123,153.004,93.259,1536.245,0.084,95.27600000000001,0.0,0.0,0.0,0.0
126,2016-01-06 06:00:00,2016-01-06 00:00:00,2016,6,56.06,246.239,153.004,93.259,1536.565,0.084,95.27600000000001,0.0,0.0,0.0,0.0
127,2016-01-06 07:00:00,2016-01-06 00:00:00,2016,7,58.68,246.303,153.004,93.259,1536.87,0.084,95.27600000000001,0.0,0.0,0.0,0.0
128,2016-01-06 08:00:00,2016-01-06 00:00:00,2016,8,65.88,246.355,153.004,93.259,1537.16,0.084,95.27600000000001,0.0,0.0,0.0,0.0
129,2016-01-06 09:00:00,2016-01-06 00:00:00,2016,9,75.42,246.42,153.004,93.259,1537.3,0.084,95.27600000000001,0.0,0.0,0.0,0.0
130,2016-01-06 10:00:00,2016-01-06 00:00:00,2016,10,80.16,246.485,153.004,93.259,1537.445,0.084,95.27600000000001,0.0,0.0,0.0,0.0
131,2016-01-06 11:00:00,2016-01-06 00:00:00,2016,11,81.46,246.537,153.004,93.259,1537.845,0.084,95.27600000000001,0.0,0.0,0.0,0.0
132,2016-01-06 12:00:00,2016-01-06 00:00:00,2016,12,76.52,246.65200000000002,153.004,93.259,1538.345,0.084,95.27600000000001,0.0,0.0,0.0,0.0
133,2016-01-06 13:00:00,2016-01-06 00:00:00,2016,13,70.88,246.743,153.004,93.259,1538.775,0.084,95.27600000000001,0.0,0.0,0.0,0.0
134,2016-01-06 14:00:00,2016-01-06 00:00:00,2016,14,73.84,246.852,153.004,93.259,1539.6,0.084,95.27600000000001,0.0,0.0,0.0,0.0
135,2016-01-06 15:00:00,2016-01-06 00:00:00,2016,15,82.56,246.99900000000002,153.004,93.259,1540.57,0.084,95.27600000000001,0.0,0.0,0.0,0.0
136,2016-01-06 16:00:00,2016-01-06 00:00:00,2016,16,89.9,247.095,153.004,93.259,1540.995,0.084,95.27600000000001,0.0,0.0,0.0,0.0
137,2016-01-06 17:00:00,2016-01-06 00:00:00,2016,17,93.8,247.185,153.004,93.259,1541.755,0.084,95.27600000000001,0.0,0.0,0.0,0.0
138,2016-01-06 18:00:00,2016-01-06 00:00:00,2016,18,87.9,247.28900000000002,153.004,93.259,1542.185,0.084,95.27600000000001,0.0,0.0,0.0,0.0
139,2016-01-06 19:00:00,2016-01-06 00:00:00,2016,19,79.88,247.39,153.004,93.259,1542.6,0.084,95.27600000000001,0.0,0.0,0.0,0.0
140,2016-01-06 20:00:00,2016-01-06 00:00:00,2016,20,64.8,247.457,153.004,93.259,1542.92,0.084,95.27600000000001,0.0,0.0,0.0,0.0
141,2016-01-06 21:00:00,2016-01-06 00:00:00,2016,21,67.02,247.46099999999998,153.004,93.259,1543.175,0.084,95.27600000000001,0.0,0.0,0.0,0.0
142,2016-01-06 22:00:00,2016-01-06 00:00:00,2016,22,60.22,247.46400000000003,153.004,93.259,1543.345,0.084,95.27600000000001,0.0,0.0,0.0,0.0
143,2016-01-06 23:00:00,2016-01-06 00:00:00,2016,23,52.82,247.468,153.004,93.259,1543.405,0.084,95.27600000000001,0.0,0.0,0.0,0.0
144,2016-01-07 00:00:00,2016-01-07 00:00:00,2016,0,52.1,247.472,153.004,93.259,1543.495,0.084,95.27600000000001,0.0,0.0,0.0,0.0
145,2016-01-07 01:00:00,2016-01-07 00:00:00,2016,1,49.86,247.476,153.004,93.259,1543.635,0.084,95.27600000000001,0.0,0.0,0.0,0.0
146,2016-01-07 02:00:00,2016-01-07 00:00:00,2016,2,44.78,247.479,153.004,93.259,1543.7,0.084,95.27600000000001,0.0,0.0,0.0,0.0
147,2016-01-07 03:00:00,2016-01-07 00:00:00,2016,3,44.64,247.483,153.004,93.259,1543.765,0.084,95.27600000000001,0.0,0.0,0.0,0.0
148,2016-01-07 04:00:00,2016-01-07 00:00:00,2016,4,48.4,247.49200000000002,153.004,93.259,1543.915,0.084,95.27600000000001,0.0,0.0,0.0,0.0
149,2016-01-07 05:00:00,2016-01-07 00:00:00,2016,5,62.0,247.528,153.004,93.259,1544.025,0.084,95.27600000000001,0.0,0.0,0.0,0.0
150,2016-01-07 06:00:00,2016-01-07 00:00:00,2016,6,84.94,247.577,153.004,93.259,1544.195,0.084,95.27600000000001,0.0,0.0,0.0,0.0
151,2016-01-07 07:00:00,2016-01-07 00:00:00,2016,7,85.94,247.65200000000002,153.004,93.259,1544.485,0.084,95.27600000000001,0.0,0.0,0.0,0.0
152,2016-01-07 08:00:00,2016-01-07 00:00:00,2016,8,83.86,247.72,153.004,93.259,1544.63,0.084,95.27600000000001,0.0,0.0,0.0,0.0
153,2016-01-07 09:00:00,2016-01-07 00:00:00,2016,9,83.24,247.787,153.004,93.259,1544.745,0.084,95.27600000000001,0.0,0.0,0.0,0.0
154,2016-01-07 10:00:00,2016-01-07 00:00:00,2016,10,83.0,247.84599999999998,153.004,93.259,1544.935,0.084,95.27600000000001,0.0,0.0,0.0,0.0
155,2016-01-07 11:00:00,2016-01-07 00:00:00,2016,11,81.32,247.905,153.004,93.259,1545.095,0.084,95.27600000000001,0.0,0.0,0.0,0.0
156,2016-01-07 12:00:00,2016-01-07 00:00:00,2016,12,80.66,247.97099999999998,153.004,93.259,1545.21,0.084,95.27600000000001,0.0,0.0,0.0,0.0
157,2016-01-07 13:00:00,2016-01-07 00:00:00,2016,13,73.02,248.02200000000002,153.004,93.259,1545.355,0.084,95.27600000000001,0.0,0.0,0.0,0.0
158,2016-01-07 14:00:00,2016-01-07 00:00:00,2016,14,66.98,248.088,153.004,93.259,1545.565,0.084,95.27600000000001,0.0,0.0,0.0,0.0
159,2016-01-07 15:00:00,2016-01-07 00:00:00,2016,15,68.38,248.24099999999999,153.004,93.259,1545.775,0.084,95.27600000000001,0.0,0.0,0.0,0.0
160,2016-01-07 16:00:00,2016-01-07 00:00:00,2016,16,81.32,248.357,153.004,93.259,1545.945,0.084,95.27600000000001,0.0,0.0,0.0,0.0
161,2016-01-07 17:00:00,2016-01-07 00:00:00,2016,17,81.6,248.511,153.004,93.259,1546.875,0.084,95.27600000000001,0.0,0.0,0.0,0.0
