,Hour,Count1,Cluster_id1,Best_h1,Price_weekday1,Savings1,Final_Savings1,Count2,Cluster_id2,Best_h2,Price_sat2,Savings2,Final_Savings2,Count3,Cluster_id3,Best_h3,Price_sun3,Savings3,Final_Savings3
0,7,48,4,2,38.16226053639844,2.032183908045951,97.54482758620566,1,4,2,28.553584905660376,0.2799999999999976,0.2799999999999976,3,4,2,19.27634615384616,0.581730769230763,1.7451923076922888
1,8,48,3,0,36.13007662835249,0.0,0.0,11,3,0,28.833584905660373,0.0,0.0,8,3,0,19.858076923076922,0.0,0.0
2,9,54,3,0,34.76678160919539,0.0,0.0,16,3,0,28.049622641509444,0.0,0.0,9,3,0,20.438653846153848,0.0,0.0
3,10,61,3,2,33.142988505747105,1.7302298850574545,105.54402298850472,21,3,2,26.766603773584905,1.75660377358491,36.888679245283114,24,3,2,18.889615384615386,3.0688461538461542,73.6523076923077
4,11,66,2,2,31.41275862068965,0.6191187739463686,40.86183908046033,25,2,2,25.009999999999994,1.189056603773583,29.726415094339576,29,2,2,15.820769230769232,2.757884615384617,79.97865384615389
5,12,93,1,0,30.793639846743282,0.0,0.0,25,1,0,23.82094339622641,0.0,0.0,28,1,0,13.062884615384615,0.0,0.0
6,13,92,2,1,31.125938697318016,0.33229885057473396,30.571494252875524,25,2,1,23.449622641509443,0.3713207547169688,9.28301886792422,26,2,1,14.322307692307694,1.2594230769230794,32.74500000000006
7,14,77,2,0,32.29329501915707,0.0,0.0,21,2,0,24.83754716981133,0.0,0.0,20,2,0,15.680192307692304,0.0,0.0
8,15,56,3,1,34.97827586206895,2.6849808429118767,150.3589272030651,18,3,1,28.09037735849057,3.2528301886792406,58.55094339622633,18,3,1,20.791923076923087,5.111730769230784,92.0111538461541
9,16,44,4,1,39.56819923371647,4.589923371647522,201.95662835249098,14,4,1,32.40754716981132,4.317169811320753,60.44037735849054,15,4,1,27.49230769230769,6.700384615384603,100.50576923076905
10,17,25,4,0,40.51260536398469,0.0,0.0,7,4,0,34.4866037735849,0.0,0.0,4,4,0,31.1675,0.0,0.0
11,18,16,4,2,38.23605363984672,4.242337164750943,67.87739463601508,7,4,2,32.42113207547171,3.0566037735849108,21.396226415094375,4,4,2,31.03423076923077,1.9288461538461625,7.71538461538465
12,19,6,3,0,33.99371647509578,0.0,0.0,4,3,0,29.3645283018868,0.0,0.0,2,3,0,29.105384615384608,0.0,0.0
13,20,6,3,2,30.608275862068965,2.795019157088113,16.77011494252868,6,3,2,27.65075471698113,1.502641509433957,9.015849056603741,1,3,2,27.80384615384616,,
