,Hour,Count1,Cluster_id1,Best_h1,Price_weekday1,Savings1,Final_Savings1,Count2,Cluster_id2,Best_h2,Price_sat2,Savings2,Final_Savings2,Count3,Cluster_id3,Best_h3,Price_sun3,Savings3,Final_Savings3
0,0,72,0,0,22.245593869731803,0.0,0.0,16,0,0,23.26773584905661,0.0,0.0,16,0,0,17.756730769230767,0.0,0.0
1,1,60,0,0,21.259003831417626,0.0,0.0,16,0,0,22.121886792452827,0.0,0.0,19,0,0,16.85653846153847,0.0,0.0
2,2,76,0,0,21.253984674329512,0.0,0.0,20,0,0,21.703773584905658,0.0,0.0,16,0,0,16.4475,0.0,0.0
3,3,67,0,0,22.811762452107267,0.0,0.0,13,0,0,21.910377358490557,0.0,0.0,16,0,0,16.34692307692308,0.0,0.0
4,4,60,2,1,27.572758620689658,4.760996168582391,285.65977011494346,18,2,1,22.46226415094339,0.5518867924528337,9.933962264151006,16,2,1,16.354230769230767,0.007307692307687574,0.11692307692300119
5,5,55,3,1,33.96816091954022,6.395402298850559,351.7471264367808,14,3,1,23.646226415094336,1.1839622641509457,16.57547169811324,15,3,1,16.132499999999997,0.22173076923077062,3.3259615384615593
6,6,48,4,1,38.84609195402297,4.877931034482749,234.14068965517197,15,4,1,26.455094339622644,2.8088679245283075,42.13301886792461,12,4,1,18.069615384615386,1.9371153846153888,23.245384615384665
7,7,69,4,2,38.16226053639844,2.032183908045951,140.22068965517064,13,4,2,28.553584905660376,0.2799999999999976,3.6399999999999686,14,4,2,19.27634615384616,0.581730769230763,8.144230769230681
8,8,70,3,0,36.13007662835249,0.0,0.0,18,3,0,28.833584905660373,0.0,0.0,14,3,0,19.858076923076922,0.0,0.0
9,9,72,3,0,34.76678160919539,0.0,0.0,16,3,0,28.049622641509444,0.0,0.0,12,3,0,20.438653846153848,0.0,0.0
10,10,72,3,2,33.142988505747105,1.7302298850574545,124.57655172413672,14,3,2,26.766603773584905,1.75660377358491,24.59245283018874,16,3,2,18.889615384615386,3.0688461538461542,49.10153846153847
11,11,71,2,2,31.41275862068965,0.6191187739463686,43.95743295019217,21,2,2,25.009999999999994,1.189056603773583,24.970188679245243,17,2,2,15.820769230769232,2.757884615384617,46.88403846153849
12,12,90,1,0,30.793639846743282,0.0,0.0,15,1,0,23.82094339622641,0.0,0.0,17,1,0,13.062884615384615,0.0,0.0
13,13,76,2,1,31.125938697318016,0.33229885057473396,25.25471264367978,16,2,1,23.449622641509443,0.3713207547169688,5.941132075471501,15,2,1,14.322307692307694,1.2594230769230794,18.891346153846193
14,14,85,2,0,32.29329501915707,0.0,0.0,14,2,0,24.83754716981133,0.0,0.0,14,2,0,15.680192307692304,0.0,0.0
15,15,76,3,1,34.97827586206895,2.6849808429118767,204.05854406130263,12,3,1,28.09037735849057,3.2528301886792406,39.03396226415089,14,3,1,20.791923076923087,5.111730769230784,71.56423076923097
16,16,85,4,1,39.56819923371647,4.589923371647522,390.1434865900394,14,4,1,32.40754716981132,4.317169811320753,60.44037735849054,14,4,1,27.49230769230769,6.700384615384603,93.80538461538444
17,17,83,4,0,40.51260536398469,0.0,0.0,16,4,0,34.4866037735849,0.0,0.0,15,4,0,31.1675,0.0,0.0
18,18,85,4,2,38.23605363984672,4.242337164750943,360.5986590038301,25,4,2,32.42113207547171,3.0566037735849108,76.41509433962277,17,4,2,31.03423076923077,1.9288461538461625,32.79038461538477
19,19,94,3,0,33.99371647509578,0.0,0.0,23,3,0,29.3645283018868,0.0,0.0,16,3,0,29.105384615384608,0.0,0.0
20,20,82,3,2,30.608275862068965,2.795019157088113,229.1915708812253,26,3,2,27.65075471698113,1.502641509433957,39.06867924528288,15,3,2,27.80384615384616,1.759230769230772,26.38846153846158
21,21,79,2,2,27.81325670498085,2.611226053639836,206.28685823754705,19,2,2,26.148113207547173,3.4277358490565994,65.12698113207539,15,2,2,26.044615384615387,3.7221153846153925,55.83173076923089
22,22,78,1,0,25.202030651341015,0.0,0.0,18,1,0,22.720377358490573,0.0,0.0,15,1,0,22.322499999999994,0.0,0.0
23,23,69,1,1,24.044750957854408,1.1572796934866076,79.85229885057592,19,1,1,19.459056603773586,3.261320754716987,61.96509433962275,11,1,1,20.9025,1.4199999999999946,15.61999999999994
