,Datetime,Date,Year,Hour,Price,circulationpump,dishwasher,freezer,gridexport,gridimport,pv,washingmachine,dishwasher_dif,dishwasher_cost,washingmachine_dif,washingmachine_cost
0,2016-01-01 00:00:00,2016-01-01 00:00:00,2016,0,44.78,139.795,8.091000000000001,-240.99900000000002,0.4,1929.07,1361.605,6.932,0.0,0.0,0.0,0.0
1,2016-01-01 01:00:00,2016-01-01 00:00:00,2016,1,41.18,139.795,8.091000000000001,-240.985,0.4,1929.07,1361.605,6.932,0.0,0.0,0.0,0.0
2,2016-01-01 02:00:00,2016-01-01 00:00:00,2016,2,33.62,139.795,8.091000000000001,-240.956,0.4,1929.07,1361.605,6.932,0.0,0.0,0.0,0.0
3,2016-01-01 03:00:00,2016-01-01 00:00:00,2016,3,34.82,139.795,8.091000000000001,-240.94,0.4,1929.07,1361.605,6.932,0.0,0.0,0.0,0.0
4,2016-01-01 04:00:00,2016-01-01 00:00:00,2016,4,34.04,139.795,8.091000000000001,-240.91299999999998,0.4,1929.07,1361.605,6.932,0.0,0.0,0.0,0.0
5,2016-01-01 05:00:00,2016-01-01 00:00:00,2016,5,31.72,139.795,8.091000000000001,-240.893,0.4,1929.07,1361.605,6.932,0.0009999999999994458,3.1719999999982424e-05,0.0,0.0
6,2016-01-01 06:00:00,2016-01-01 00:00:00,2016,6,36.32,139.795,8.092,-240.87,0.4,1929.07,1361.605,6.932,0.0,0.0,0.0,0.0
7,2016-01-01 07:00:00,2016-01-01 00:00:00,2016,7,35.46,139.795,8.092,-240.847,0.4,1929.07,1361.605,6.932,0.0,0.0,0.0,0.0
8,2016-01-01 08:00:00,2016-01-01 00:00:00,2016,8,39.54,139.795,8.092,-240.828,0.4,1929.07,1361.605,6.932,0.0,0.0,0.0,0.0
9,2016-01-01 09:00:00,2016-01-01 00:00:00,2016,9,47.5,139.795,8.092,-240.8,0.4,1929.07,1361.605,6.932,0.0,0.0,0.0,0.0
10,2016-01-01 10:00:00,2016-01-01 00:00:00,2016,10,52.06,139.795,8.092,-240.785,0.4,1929.07,1361.605,6.932,0.0,0.0,0.0,0.0
11,2016-01-01 11:00:00,2016-01-01 00:00:00,2016,11,54.12,139.795,8.092,-240.757,0.4,1929.07,1361.605,6.932,0.0,0.0,0.16299999999999937,0.008821559999999966
12,2016-01-01 12:00:00,2016-01-01 00:00:00,2016,12,53.18,139.795,8.092,-240.74200000000002,0.4,1929.07,1361.605,7.095,0.0,0.0,0.03799999999999937,0.0020208399999999665
13,2016-01-01 13:00:00,2016-01-01 00:00:00,2016,13,50.0,139.795,8.092,-240.71400000000003,0.4,1929.07,1361.605,7.132999999999999,0.0,0.0,0.0,0.0
14,2016-01-01 14:00:00,2016-01-01 00:00:00,2016,14,48.86,139.795,8.092,-240.697,0.4,1929.07,1361.605,7.132999999999999,0.0,0.0,0.0,0.0
15,2016-01-01 15:00:00,2016-01-01 00:00:00,2016,15,57.74,139.795,8.092,-240.671,0.4,1929.07,1361.605,7.132999999999999,0.0,0.0,0.0,0.0
16,2016-01-01 16:00:00,2016-01-01 00:00:00,2016,16,74.88,139.795,8.092,-240.649,0.4,1929.07,1361.605,7.132999999999999,0.0,0.0,0.0,0.0
17,2016-01-01 17:00:00,2016-01-01 00:00:00,2016,17,74.82,139.795,8.092,-240.628,0.4,1929.07,1361.605,7.132999999999999,0.0,0.0,0.0,0.0
18,2016-01-01 18:00:00,2016-01-01 00:00:00,2016,18,70.68,139.795,8.092,-240.602,0.4,1929.07,1361.605,7.132999999999999,0.0,0.0,0.0,0.0
19,2016-01-01 19:00:00,2016-01-01 00:00:00,2016,19,66.14,139.795,8.092,-240.584,0.4,1929.07,1361.605,7.132999999999999,0.0,0.0,0.0,0.0
20,2016-01-01 20:00:00,2016-01-01 00:00:00,2016,20,59.04,139.795,8.092,-240.541,0.4,1929.07,1361.605,7.132999999999999,0.0,0.0,0.0,0.0
21,2016-01-01 21:00:00,2016-01-01 00:00:00,2016,21,60.2,139.795,8.092,-240.51,0.4,1929.07,1361.605,7.132999999999999,0.0,0.0,0.0,0.0
22,2016-01-01 22:00:00,2016-01-01 00:00:00,2016,22,49.14,139.795,8.092,-240.481,0.4,1929.07,1361.605,7.132999999999999,0.0,0.0,0.0,0.0
23,2016-01-01 23:00:00,2016-01-01 00:00:00,2016,23,44.4,139.795,8.092,-240.449,0.4,1929.07,1361.605,7.132999999999999,0.0009999999999994458,4.439999999997539e-05,0.0,0.0
24,2016-01-02 00:00:00,2016-01-02 00:00:00,2016,0,33.14,139.795,8.093,-240.43099999999998,0.4,1929.07,1361.605,7.132999999999999,0.0,0.0,0.0,0.0
25,2016-01-02 01:00:00,2016-01-02 00:00:00,2016,1,30.7,139.795,8.093,-240.40400000000002,0.4,1929.07,1361.605,7.132999999999999,0.0,0.0,0.0,0.0
26,2016-01-02 02:00:00,2016-01-02 00:00:00,2016,2,25.54,139.795,8.093,-240.37900000000002,0.4,1929.07,1361.605,7.132999999999999,0.0,0.0,0.0,0.0
27,2016-01-02 03:00:00,2016-01-02 00:00:00,2016,3,22.54,139.795,8.093,-240.359,0.4,1929.07,1361.605,7.132999999999999,0.0,0.0,0.0,0.0
28,2016-01-02 04:00:00,2016-01-02 00:00:00,2016,4,23.82,139.795,8.093,-240.333,0.4,1929.07,1361.605,7.132999999999999,0.0,0.0,0.0,0.0
29,2016-01-02 05:00:00,2016-01-02 00:00:00,2016,5,25.24,139.795,8.093,-240.315,0.4,1929.07,1361.605,7.132999999999999,0.0,0.0,0.001000000000000334,2.5240000000008425e-05
30,2016-01-02 06:00:00,2016-01-02 00:00:00,2016,6,27.66,139.795,8.093,-240.287,0.4,1929.07,1361.605,7.1339999999999995,0.0,0.0,0.0,0.0
31,2016-01-02 07:00:00,2016-01-02 00:00:00,2016,7,32.24,139.795,8.093,-240.27200000000002,0.4,1929.07,1361.605,7.1339999999999995,0.0,0.0,0.0,0.0
32,2016-01-02 08:00:00,2016-01-02 00:00:00,2016,8,36.24,139.795,8.093,-240.243,0.4,1929.07,1361.605,7.1339999999999995,0.0,0.0,0.0,0.0
33,2016-01-02 09:00:00,2016-01-02 00:00:00,2016,9,39.18,139.795,8.093,-240.22799999999998,0.4,1929.07,1361.605,7.1339999999999995,0.0,0.0,0.0,0.0
34,2016-01-02 10:00:00,2016-01-02 00:00:00,2016,10,42.14,139.795,8.093,-240.199,0.4,1929.07,1361.605,7.1339999999999995,0.0,0.0,0.0,0.0
35,2016-01-02 11:00:00,2016-01-02 00:00:00,2016,11,45.08,139.795,8.093,-240.18400000000003,0.4,1929.07,1361.605,7.1339999999999995,0.0,0.0,0.0,0.0
36,2016-01-02 12:00:00,2016-01-02 00:00:00,2016,12,39.58,139.795,8.093,-240.15599999999998,0.4,1929.07,1361.605,7.1339999999999995,0.0,0.0,0.0,0.0
37,2016-01-02 13:00:00,2016-01-02 00:00:00,2016,13,33.8,139.795,8.093,-240.141,0.4,1929.07,1361.605,7.1339999999999995,0.0,0.0,0.0,0.0
38,2016-01-02 14:00:00,2016-01-02 00:00:00,2016,14,33.94,139.795,8.093,-240.112,0.4,1929.07,1361.605,7.1339999999999995,0.0,0.0,0.0,0.0
39,2016-01-02 15:00:00,2016-01-02 00:00:00,2016,15,38.5,139.795,8.093,-240.095,0.4,1929.07,1361.605,7.1339999999999995,0.0,0.0,0.07100000000000062,0.0027335000000000237
40,2016-01-02 16:00:00,2016-01-02 00:00:00,2016,16,56.02,139.795,8.093,-240.067,0.4,1929.07,1361.605,7.205,0.14499999999999957,0.008122899999999976,0.05299999999999905,0.002969059999999947
41,2016-01-02 17:00:00,2016-01-02 00:00:00,2016,17,56.72,139.795,8.238,-240.023,0.4,1929.07,1361.605,7.257999999999999,0.2560000000000002,0.014520320000000012,0.034000000000001585,0.00192848000000009
42,2016-01-02 18:00:00,2016-01-02 00:00:00,2016,18,53.12,139.795,8.494,-240.002,0.4,1929.07,1361.605,7.292000000000001,0.009999999999999787,0.0005311999999999887,0.09099999999999842,0.004833919999999916
43,2016-01-02 19:00:00,2016-01-02 00:00:00,2016,19,34.76,139.795,8.504,-239.965,0.4,1929.07,1361.605,7.382999999999999,0.0,0.0,0.002000000000000668,6.952000000002321e-05
44,2016-01-02 20:00:00,2016-01-02 00:00:00,2016,20,31.66,139.795,8.504,-239.93099999999998,0.4,1929.07,1361.605,7.385,0.0,0.0,0.002000000000000668,6.332000000002115e-05
45,2016-01-02 21:00:00,2016-01-02 00:00:00,2016,21,33.94,139.795,8.504,-239.90400000000002,0.4,1929.07,1361.605,7.3870000000000005,0.0,0.0,0.0019999999999988916,6.787999999996237e-05
46,2016-01-02 22:00:00,2016-01-02 00:00:00,2016,22,30.62,139.795,8.504,-239.868,0.4,1929.07,1361.605,7.388999999999999,0.0,0.0,0.002000000000000668,6.124000000002045e-05
47,2016-01-02 23:00:00,2016-01-02 00:00:00,2016,23,13.98,139.795,8.504,-239.84900000000002,0.4,1929.07,1361.605,7.391,0.0,0.0,0.001000000000000334,1.3980000000004669e-05
48,2016-01-03 00:00:00,2016-01-03 00:00:00,2016,0,-0.02,139.795,8.504,-239.81599999999997,0.4,1929.07,1361.605,7.392,0.0,-0.0,0.0,-0.0
49,2016-01-03 01:00:00,2016-01-03 00:00:00,2016,1,0.46,139.795,8.504,-239.799,0.4,1929.07,1361.605,7.392,0.0010000000000012221,4.6000000000056226e-07,0.0,0.0
50,2016-01-03 02:00:00,2016-01-03 00:00:00,2016,2,9.02,139.795,8.505,-239.767,0.4,1929.07,1361.605,7.392,0.0,0.0,0.0,0.0
51,2016-01-03 03:00:00,2016-01-03 00:00:00,2016,3,8.24,139.795,8.505,-239.75099999999998,0.4,1929.07,1361.605,7.392,0.0,0.0,0.0,0.0
52,2016-01-03 04:00:00,2016-01-03 00:00:00,2016,4,13.52,139.795,8.505,-239.71900000000002,0.4,1929.07,1361.605,7.392,0.0,0.0,0.0,0.0
53,2016-01-03 05:00:00,2016-01-03 00:00:00,2016,5,1.5,139.795,8.505,-239.704,0.4,1929.07,1361.605,7.392,0.0,0.0,0.0,0.0
54,2016-01-03 06:00:00,2016-01-03 00:00:00,2016,6,8.54,139.795,8.505,-239.673,0.4,1929.07,1361.605,7.392,0.0,0.0,0.0,0.0
55,2016-01-03 07:00:00,2016-01-03 00:00:00,2016,7,18.22,139.795,8.505,-239.657,0.4,1929.07,1361.605,7.392,0.0,0.0,0.0,0.0
56,2016-01-03 08:00:00,2016-01-03 00:00:00,2016,8,31.84,139.795,8.505,-239.62599999999998,0.4,1929.07,1361.605,7.392,0.0,0.0,0.0,0.0
57,2016-01-03 09:00:00,2016-01-03 00:00:00,2016,9,34.12,139.795,8.505,-239.611,0.4,1929.07,1361.605,7.392,0.0,0.0,0.0,0.0
58,2016-01-03 10:00:00,2016-01-03 00:00:00,2016,10,38.56,139.795,8.505,-239.58,0.4,1929.07,1361.605,7.392,0.0,0.0,0.0,0.0
59,2016-01-03 11:00:00,2016-01-03 00:00:00,2016,11,40.5,139.795,8.505,-239.56400000000002,0.4,1929.07,1361.605,7.392,0.0,0.0,0.0,0.0
60,2016-01-03 12:00:00,2016-01-03 00:00:00,2016,12,35.32,139.795,8.505,-239.535,0.4,1929.07,1361.605,7.392,0.0,0.0,0.0,0.0
61,2016-01-03 13:00:00,2016-01-03 00:00:00,2016,13,36.98,139.795,8.505,-239.518,0.4,1929.07,1361.605,7.392,0.0,0.0,0.0,0.0
62,2016-01-03 14:00:00,2016-01-03 00:00:00,2016,14,33.02,139.795,8.505,-239.489,0.4,1929.07,1361.605,7.392,0.0,0.0,0.0,0.0
63,2016-01-03 15:00:00,2016-01-03 00:00:00,2016,15,37.52,139.795,8.505,-239.47,0.4,1929.07,1361.605,7.392,0.0,0.0,0.0,0.0
64,2016-01-03 16:00:00,2016-01-03 00:00:00,2016,16,44.42,139.795,8.505,-239.44400000000002,0.4,1929.07,1361.605,7.392,0.0,0.0,0.0,0.0
65,2016-01-03 17:00:00,2016-01-03 00:00:00,2016,17,53.52,139.795,8.505,-239.423,0.4,1929.07,1361.605,7.392,0.0,0.0,0.0009999999999994458,5.351999999997034e-05
66,2016-01-03 18:00:00,2016-01-03 00:00:00,2016,18,54.16,139.795,8.505,-239.399,0.4,1929.07,1361.605,7.393,0.0,0.0,0.0,0.0
67,2016-01-03 19:00:00,2016-01-03 00:00:00,2016,19,50.66,139.795,8.505,-239.37599999999998,0.4,1929.07,1361.605,7.393,0.0009999999999994458,5.0659999999971925e-05,0.0,0.0
68,2016-01-03 20:00:00,2016-01-03 00:00:00,2016,20,44.22,139.795,8.506,-239.358,0.4,1929.07,1361.605,7.393,0.0,0.0,0.0,0.0
69,2016-01-03 21:00:00,2016-01-03 00:00:00,2016,21,41.82,139.795,8.506,-239.327,0.4,1929.07,1361.605,7.393,0.0,0.0,0.0,0.0
70,2016-01-03 22:00:00,2016-01-03 00:00:00,2016,22,28.86,139.795,8.506,-239.31,0.4,1929.07,1361.605,7.393,0.0,0.0,0.0,0.0
71,2016-01-03 23:00:00,2016-01-03 00:00:00,2016,23,27.56,139.795,8.506,-239.278,0.4,1929.07,1361.605,7.393,0.0,0.0,0.0,0.0
72,2016-01-04 00:00:00,2016-01-04 00:00:00,2016,0,25.54,139.795,8.506,-239.262,0.4,1929.07,1361.605,7.393,0.0,0.0,0.0,0.0
73,2016-01-04 01:00:00,2016-01-04 00:00:00,2016,1,21.12,139.795,8.506,-239.231,0.4,1929.07,1361.605,7.393,0.0,0.0,0.0,0.0
74,2016-01-04 02:00:00,2016-01-04 00:00:00,2016,2,7.74,139.795,8.506,-239.213,0.4,1929.07,1361.605,7.393,0.0,0.0,0.0,0.0
75,2016-01-04 03:00:00,2016-01-04 00:00:00,2016,3,6.4,139.795,8.506,-239.187,0.4,1929.07,1361.605,7.393,0.0,0.0,0.0,0.0
76,2016-01-04 04:00:00,2016-01-04 00:00:00,2016,4,17.34,139.795,8.506,-239.165,0.4,1929.07,1361.605,7.393,0.0,0.0,0.0,0.0
77,2016-01-04 05:00:00,2016-01-04 00:00:00,2016,5,36.02,139.795,8.506,-239.144,0.4,1929.07,1361.605,7.393,0.0,0.0,0.0,0.0
78,2016-01-04 06:00:00,2016-01-04 00:00:00,2016,6,57.04,139.795,8.506,-239.11700000000002,0.4,1929.07,1361.605,7.393,0.0,0.0,0.0,0.0
79,2016-01-04 07:00:00,2016-01-04 00:00:00,2016,7,69.48,139.795,8.506,-239.101,0.4,1929.07,1361.605,7.393,0.0,0.0,0.0,0.0
80,2016-01-04 08:00:00,2016-01-04 00:00:00,2016,8,66.92,139.795,8.506,-239.06900000000002,0.4,1929.07,1361.605,7.393,0.0,0.0,0.0,0.0
81,2016-01-04 09:00:00,2016-01-04 00:00:00,2016,9,66.48,139.795,8.506,-239.053,0.4,1929.07,1361.605,7.393,0.0,0.0,0.0,0.0
82,2016-01-04 10:00:00,2016-01-04 00:00:00,2016,10,70.18,139.795,8.506,-239.02700000000002,0.4,1929.07,1361.605,7.393,0.0,0.0,0.030999999999999694,0.0021755799999999786
83,2016-01-04 11:00:00,2016-01-04 00:00:00,2016,11,70.0,139.795,8.506,-239.00599999999997,0.4,1929.07,1361.605,7.4239999999999995,0.0,0.0,0.1589999999999998,0.011129999999999987
84,2016-01-04 12:00:00,2016-01-04 00:00:00,2016,12,70.0,139.795,8.506,-238.987,0.4,1929.07,1361.605,7.582999999999999,0.0,0.0,0.11700000000000088,0.008190000000000062
85,2016-01-04 13:00:00,2016-01-04 00:00:00,2016,13,69.88,139.795,8.506,-238.958,0.4,1929.07,1361.605,7.7,0.0009999999999994458,6.987999999996127e-05,0.001000000000000334,6.988000000002333e-05
86,2016-01-04 14:00:00,2016-01-04 00:00:00,2016,14,69.84,139.795,8.507,-238.94099999999997,0.4,1929.07,1361.605,7.7010000000000005,0.0,0.0,0.0,0.0
87,2016-01-04 15:00:00,2016-01-04 00:00:00,2016,15,76.0,139.795,8.507,-238.91,0.4,1929.07,1361.605,7.7010000000000005,0.0,0.0,0.0,0.0
88,2016-01-04 16:00:00,2016-01-04 00:00:00,2016,16,82.42,139.795,8.507,-238.893,0.4,1929.07,1361.605,7.7010000000000005,0.0,0.0,0.0,0.0
89,2016-01-04 17:00:00,2016-01-04 00:00:00,2016,17,85.9,139.795,8.507,-238.87,0.4,1929.07,1361.605,7.7010000000000005,0.0,0.0,0.0,0.0
90,2016-01-04 18:00:00,2016-01-04 00:00:00,2016,18,83.92,139.795,8.507,-238.845,0.4,1929.07,1361.605,7.7010000000000005,0.0,0.0,0.0,0.0
91,2016-01-04 19:00:00,2016-01-04 00:00:00,2016,19,69.88,139.795,8.507,-238.829,0.4,1929.07,1361.605,7.7010000000000005,0.0,0.0,0.0,0.0
92,2016-01-04 20:00:00,2016-01-04 00:00:00,2016,20,61.32,139.795,8.507,-238.797,0.4,1929.07,1361.605,7.7010000000000005,0.0,0.0,0.0,0.0
93,2016-01-04 21:00:00,2016-01-04 00:00:00,2016,21,60.0,139.795,8.507,-238.78099999999998,0.4,1929.07,1361.605,7.7010000000000005,0.0,0.0,0.0,0.0
94,2016-01-04 22:00:00,2016-01-04 00:00:00,2016,22,47.8,139.795,8.507,-238.752,0.4,1929.07,1361.605,7.7010000000000005,0.0,0.0,0.0,0.0
95,2016-01-04 23:00:00,2016-01-04 00:00:00,2016,23,50.06,139.795,8.507,-238.733,0.4,1929.07,1361.605,7.7010000000000005,0.0,0.0,0.0,0.0
96,2016-01-05 00:00:00,2016-01-05 00:00:00,2016,0,48.84,139.795,8.507,-238.71099999999998,0.4,1929.07,1361.605,7.7010000000000005,0.0,0.0,0.0,0.0
97,2016-01-05 01:00:00,2016-01-05 00:00:00,2016,1,44.68,139.795,8.507,-238.685,0.4,1929.07,1361.605,7.7010000000000005,0.0,0.0,0.0,0.0
98,2016-01-05 02:00:00,2016-01-05 00:00:00,2016,2,43.0,139.795,8.507,-238.668,0.4,1929.07,1361.605,7.7010000000000005,0.0,0.0,0.0,0.0
99,2016-01-05 03:00:00,2016-01-05 00:00:00,2016,3,40.0,139.795,8.507,-238.636,0.4,1929.07,1361.605,7.7010000000000005,0.0,0.0,0.0,0.0
100,2016-01-05 04:00:00,2016-01-05 00:00:00,2016,4,47.06,139.795,8.507,-238.62,0.4,1929.07,1361.605,7.7010000000000005,0.0,0.0,0.0,0.0
101,2016-01-05 05:00:00,2016-01-05 00:00:00,2016,5,57.92,139.795,8.507,-238.592,0.4,1929.07,1361.605,7.7010000000000005,0.0,0.0,0.0,0.0
102,2016-01-05 06:00:00,2016-01-05 00:00:00,2016,6,76.64,139.795,8.507,-238.572,0.4,1929.07,1361.605,7.7010000000000005,0.0,0.0,0.0,0.0
103,2016-01-05 07:00:00,2016-01-05 00:00:00,2016,7,82.9,139.795,8.507,-238.553,0.4,1929.07,1361.605,7.7010000000000005,0.0009999999999994458,8.289999999995407e-05,0.001000000000000334,8.290000000002768e-05
104,2016-01-05 08:00:00,2016-01-05 00:00:00,2016,8,81.44,139.795,8.508,-238.525,0.4,1929.07,1361.605,7.702000000000001,0.0,0.0,0.0,0.0
105,2016-01-05 09:00:00,2016-01-05 00:00:00,2016,9,81.32,139.795,8.508,-238.50900000000001,0.4,1929.07,1361.605,7.702000000000001,0.0,0.0,0.0,0.0
106,2016-01-05 10:00:00,2016-01-05 00:00:00,2016,10,80.66,139.795,8.508,-238.477,0.4,1929.07,1361.605,7.702000000000001,0.0,0.0,0.0,0.0
107,2016-01-05 11:00:00,2016-01-05 00:00:00,2016,11,76.5,139.795,8.508,-238.46099999999998,0.4,1929.07,1361.605,7.702000000000001,0.0,0.0,0.0,0.0
108,2016-01-05 12:00:00,2016-01-05 00:00:00,2016,12,73.96,139.795,8.508,-238.43200000000002,0.4,1929.07,1361.605,7.702000000000001,0.0,0.0,0.0,0.0
109,2016-01-05 13:00:00,2016-01-05 00:00:00,2016,13,69.82,139.795,8.508,-238.41400000000002,0.4,1929.07,1361.605,7.702000000000001,0.0,0.0,0.0,0.0
110,2016-01-05 14:00:00,2016-01-05 00:00:00,2016,14,67.0,139.795,8.508,-238.393,0.4,1929.07,1361.605,7.702000000000001,0.0,0.0,0.0,0.0
111,2016-01-05 15:00:00,2016-01-05 00:00:00,2016,15,70.2,139.795,8.508,-238.36599999999999,0.4,1929.07,1361.605,7.702000000000001,0.0,0.0,0.0,0.0
112,2016-01-05 16:00:00,2016-01-05 00:00:00,2016,16,84.88,139.795,8.508,-238.35,0.4,1929.07,1361.605,7.702000000000001,0.0,0.0,0.0,0.0
113,2016-01-05 17:00:00,2016-01-05 00:00:00,2016,17,85.88,139.795,8.508,-238.31900000000002,0.4,1929.07,1361.605,7.702000000000001,0.0,0.0,0.0,0.0
114,2016-01-05 18:00:00,2016-01-05 00:00:00,2016,18,83.48,139.795,8.508,-238.303,0.4,1929.07,1361.605,7.702000000000001,0.0,0.0,0.0,0.0
115,2016-01-05 19:00:00,2016-01-05 00:00:00,2016,19,72.94,139.795,8.508,-238.27700000000002,0.4,1929.07,1361.605,7.702000000000001,0.0,0.0,0.0,0.0
116,2016-01-05 20:00:00,2016-01-05 00:00:00,2016,20,66.02,139.795,8.508,-238.25599999999997,0.4,1929.07,1361.605,7.702000000000001,0.0,0.0,0.0,0.0
117,2016-01-05 21:00:00,2016-01-05 00:00:00,2016,21,63.5,139.795,8.508,-238.232,0.4,1929.07,1361.605,7.702000000000001,0.0,0.0,0.0,0.0
118,2016-01-05 22:00:00,2016-01-05 00:00:00,2016,22,53.98,139.795,8.508,-238.207,0.4,1929.07,1361.605,7.702000000000001,0.0,0.0,0.0,0.0
119,2016-01-05 23:00:00,2016-01-05 00:00:00,2016,23,53.24,139.795,8.508,-238.183,0.4,1929.07,1361.605,7.702000000000001,0.0,0.0,0.0,0.0
120,2016-01-06 00:00:00,2016-01-06 00:00:00,2016,0,51.16,139.795,8.508,-238.157,0.4,1929.07,1361.605,7.702000000000001,0.0,0.0,0.0,0.0
121,2016-01-06 01:00:00,2016-01-06 00:00:00,2016,1,49.18,139.795,8.508,-238.137,0.4,1929.07,1361.605,7.702000000000001,0.0010000000000012221,4.9180000000060106e-05,0.0,0.0
122,2016-01-06 02:00:00,2016-01-06 00:00:00,2016,2,45.0,139.795,8.509,-238.108,0.4,1929.07,1361.605,7.702000000000001,0.0,0.0,0.0,0.0
123,2016-01-06 03:00:00,2016-01-06 00:00:00,2016,3,46.32,139.795,8.509,-238.092,0.4,1929.07,1361.605,7.702000000000001,0.0,0.0,0.0,0.0
124,2016-01-06 04:00:00,2016-01-06 00:00:00,2016,4,49.98,139.795,8.509,-238.05900000000003,0.4,1929.07,1361.605,7.702000000000001,0.0,0.0,0.0009999999999985576,4.9979999999927907e-05
125,2016-01-06 05:00:00,2016-01-06 00:00:00,2016,5,53.24,139.795,8.509,-238.043,0.4,1929.07,1361.605,7.702999999999999,0.0,0.0,0.0,0.0
126,2016-01-06 06:00:00,2016-01-06 00:00:00,2016,6,56.06,139.795,8.509,-238.016,0.4,1929.07,1361.605,7.702999999999999,0.0,0.0,0.0,0.0
127,2016-01-06 07:00:00,2016-01-06 00:00:00,2016,7,58.68,139.795,8.509,-237.99400000000003,0.4,1929.07,1361.605,7.702999999999999,0.0,0.0,0.0,0.0
128,2016-01-06 08:00:00,2016-01-06 00:00:00,2016,8,65.88,139.795,8.509,-237.97299999999998,0.4,1929.07,1361.605,7.702999999999999,0.0,0.0,0.0,0.0
129,2016-01-06 09:00:00,2016-01-06 00:00:00,2016,9,75.42,139.795,8.509,-237.946,0.4,1929.07,1361.605,7.702999999999999,0.0,0.0,0.0,0.0
130,2016-01-06 10:00:00,2016-01-06 00:00:00,2016,10,80.16,139.795,8.509,-237.93,0.4,1929.07,1361.605,7.702999999999999,0.02200000000000024,0.0017635200000000193,0.0,0.0
131,2016-01-06 11:00:00,2016-01-06 00:00:00,2016,11,81.46,139.795,8.531,-237.898,0.4,1929.07,1361.605,7.702999999999999,0.026999999999999247,0.0021994199999999385,0.0,0.0
132,2016-01-06 12:00:00,2016-01-06 00:00:00,2016,12,76.52,139.795,8.558,-237.882,0.4,1929.07,1361.605,7.702999999999999,0.0009999999999994458,7.651999999995759e-05,0.0,0.0
133,2016-01-06 13:00:00,2016-01-06 00:00:00,2016,13,70.88,139.795,8.559,-237.856,0.4,1929.07,1361.605,7.702999999999999,0.0,0.0,0.0,0.0
134,2016-01-06 14:00:00,2016-01-06 00:00:00,2016,14,73.84,139.795,8.559,-237.834,0.4,1929.07,1361.605,7.702999999999999,0.0010000000000012221,7.384000000009026e-05,0.0,0.0
135,2016-01-06 15:00:00,2016-01-06 00:00:00,2016,15,82.56,139.795,8.56,-237.813,0.4,1929.07,1361.605,7.702999999999999,0.0,0.0,0.0,0.0
136,2016-01-06 16:00:00,2016-01-06 00:00:00,2016,16,89.9,139.795,8.56,-237.78599999999997,0.4,1929.07,1361.605,7.702999999999999,0.0,0.0,0.0,0.0
137,2016-01-06 17:00:00,2016-01-06 00:00:00,2016,17,93.8,139.795,8.56,-237.77,0.4,1929.07,1361.605,7.702999999999999,0.0,0.0,0.0,0.0
138,2016-01-06 18:00:00,2016-01-06 00:00:00,2016,18,87.9,139.795,8.56,-237.739,0.4,1929.07,1361.605,7.702999999999999,0.0,0.0,0.0,0.0
139,2016-01-06 19:00:00,2016-01-06 00:00:00,2016,19,79.88,139.795,8.56,-237.72299999999998,0.4,1929.07,1361.605,7.702999999999999,0.0,0.0,0.0,0.0
140,2016-01-06 20:00:00,2016-01-06 00:00:00,2016,20,64.8,139.795,8.56,-237.692,0.4,1929.07,1361.605,7.702999999999999,0.0,0.0,0.0,0.0
141,2016-01-06 21:00:00,2016-01-06 00:00:00,2016,21,67.02,139.795,8.56,-237.675,0.4,1929.07,1361.605,7.702999999999999,0.0,0.0,0.0,0.0
142,2016-01-06 22:00:00,2016-01-06 00:00:00,2016,22,60.22,139.795,8.56,-237.649,0.4,1929.07,1361.605,7.702999999999999,0.0,0.0,0.0,0.0
143,2016-01-06 23:00:00,2016-01-06 00:00:00,2016,23,52.82,139.795,8.56,-237.627,0.4,1929.07,1361.605,7.702999999999999,0.0,0.0,0.0,0.0
144,2016-01-07 00:00:00,2016-01-07 00:00:00,2016,0,52.1,139.795,8.56,-237.607,0.4,1929.07,1361.605,7.702999999999999,0.0,0.0,0.0,0.0
145,2016-01-07 01:00:00,2016-01-07 00:00:00,2016,1,49.86,139.795,8.56,-237.579,0.4,1929.07,1361.605,7.702999999999999,0.0,0.0,0.0,0.0
146,2016-01-07 02:00:00,2016-01-07 00:00:00,2016,2,44.78,139.795,8.56,-237.563,0.4,1929.07,1361.605,7.702999999999999,0.0,0.0,0.001000000000000334,4.478000000001496e-05
147,2016-01-07 03:00:00,2016-01-07 00:00:00,2016,3,44.64,139.795,8.56,-237.53099999999998,0.4,1929.07,1361.605,7.704,0.0,0.0,0.0,0.0
148,2016-01-07 04:00:00,2016-01-07 00:00:00,2016,4,48.4,139.795,8.56,-237.516,0.4,1929.07,1361.605,7.704,0.0,0.0,0.0,0.0
149,2016-01-07 05:00:00,2016-01-07 00:00:00,2016,5,62.0,139.795,8.56,-237.485,0.4,1929.07,1361.605,7.704,0.0,0.0,0.0,0.0
150,2016-01-07 06:00:00,2016-01-07 00:00:00,2016,6,84.94,139.795,8.56,-237.468,0.4,1929.07,1361.605,7.704,0.0,0.0,0.0,0.0
151,2016-01-07 07:00:00,2016-01-07 00:00:00,2016,7,85.94,139.795,8.56,-237.446,0.4,1929.07,1361.605,7.704,0.0,0.0,0.0,0.0
152,2016-01-07 08:00:00,2016-01-07 00:00:00,2016,8,83.86,139.795,8.56,-237.42,0.4,1929.07,1361.605,7.704,0.0009999999999994458,8.385999999995353e-05,0.0,0.0
